density,defector_frac,neighbourhood_count,activation_rate,H_tail_mean,H_tail_std,morans_I_mean,morans_I_std,nb_variance_mean,nb_variance_std,steps_mean,n_seeds
0.05,0.1111,113,1.0,0.9525348645185169,0.01991194630648681,0.8297889581060215,0.15819970675641895,0.8514080751063793,0.08917180509193866,395.8,10
0.05,0.1111,135,0.0,0.6372831391354385,0.026657697223683673,0.1185599677232096,0.10727864177101451,0.7409252269644637,0.06110028927906046,150.0,10
0.05,0.1111,135,0.1111,0.9616195911547379,0.018661860835265737,0.8464709581989295,0.10918855601847298,0.890819908613317,0.11022854976922274,475.9,10
0.05,0.1111,135,0.2222,0.9741785989635116,0.02186945303557662,0.8137024926420036,0.07922930801907338,0.9335684043979317,0.08138961015741662,427.9,10
0.05,0.1111,135,0.3333,0.9603591526449137,0.02359936743628357,0.8577534342017143,0.1447071140634702,0.880260053059548,0.10202023436728305,377.8,10
0.05,0.1111,135,0.4444,0.9666354182760468,0.027886160707583076,0.8231160440699087,0.10070556768907803,0.8719452968306671,0.09947515424677847,350.3,10
0.05,0.1111,135,0.5556,0.9601448157416336,0.02786291878077974,0.7947273489487041,0.13663947261646467,0.8903197792233492,0.09594991655263227,385.9,10
0.05,0.1111,135,0.6667,0.9679065756929666,0.026691106551331965,0.7897069419388092,0.1346063323230527,0.9114280764732399,0.11371312738125891,445.2,10
0.05,0.1111,135,0.7778,0.9626547975783527,0.02924553476038141,0.8584037280767918,0.11323355433133439,0.8969720345308796,0.09314882127694464,376.8,10
0.05,0.1111,135,0.8889,0.9606715894045911,0.027334733929648268,0.8243360996651266,0.09208243731179871,0.9075335944540104,0.0834370576318382,404.4,10
0.05,0.1111,135,1.0,0.9759957674233959,0.02594088041657915,0.8548909953481552,0.13407850480857217,0.8932436112684619,0.1002923173899887,358.9,10
0.05,0.1111,156,0.0,0.6806363728943176,0.034802510875298155,0.07028729121003266,0.14383627528086354,0.7383819026162856,0.09121314892116336,150.0,10
0.05,0.1111,156,0.1111,0.9450749018256275,0.009737836650322575,0.7822737929254486,0.11666927550900533,0.8531927081049677,0.073453074386028,497.2,10
0.05,0.1111,156,0.2222,0.9439723380283219,0.01875118457608492,0.8492649056723508,0.1201430502591146,0.8675160214715184,0.05883300154888866,458.5,10
0.05,0.1111,156,0.3333,0.9502775131386137,0.014780769168674868,0.8437055849736023,0.0745779874815287,0.8450428040283091,0.04305141701537987,424.7,10
0.05,0.1111,156,0.4444,0.9559094357018953,0.011618380811662717,0.8255070323447526,0.13962155521868216,0.8583015476519252,0.06042326161259423,443.6,10
0.05,0.1111,156,0.5556,0.9522148978492007,0.02666369638365128,0.8218827116958518,0.0973922907515268,0.8670590611978953,0.07924015315921558,360.9,10
0.05,0.1111,156,0.6667,0.9418661502874344,0.019489893052757598,0.8296991128045168,0.09868183818720802,0.8473127185778285,0.058813569049521786,402.8,10
0.05,0.1111,156,0.7778,0.9548280451843423,0.025539928669698304,0.8478313675546829,0.12255336964557595,0.8386071420276344,0.06268013135246896,414.6,10
0.05,0.1111,156,0.8889,0.9534567599283268,0.015595339830273917,0.8119781383271747,0.1149566271498202,0.8587837966175869,0.05211207281350994,426.3,10
0.05,0.1111,156,1.0,0.9478663284057985,0.02575862948123646,0.7968372153594397,0.16031992048545587,0.8522204211344423,0.06507407687445739,409.9,10
